Alias	UniprotID	PFAM_domain	E-value_domain	Domain_description	Target_name	From_coordinate	To_coordinate	E-value_full_sequence	c-Evalue_domain	i-Evalue_domain	Description	Target_uniprot
AgrA|P0A0I7	P0A0I7	Response_reg	1.5999999999999999e-24	Response regulator receiver domain	AAT83742.1	8	119	1.5e-27	1.3e-29	2.3e-27	 -	Q6A671
AgrA|P0A0I7	P0A0I7	Response_reg	1.5999999999999999e-24	Response regulator receiver domain	AAT83819.1	5	114	1.3000000000000001e-33	9.4e-36	1.7e-33	 -	Q6A5Z4
AgrA|P0A0I7	P0A0I7	Response_reg	1.5999999999999999e-24	Response regulator receiver domain	AAT81814.1	7	119	1.8e-30	1.5e-32	2.6000000000000002e-30	 -	Q6ABR9
AgrA|P0A0I7	P0A0I7	Response_reg	1.5999999999999999e-24	Response regulator receiver domain	AAT82047.1	6	116	1.3e-27	1.2e-29	2.2000000000000002e-27	 -	Q6AB19
AgrA|P0A0I7	P0A0I7	Response_reg	1.5999999999999999e-24	Response regulator receiver domain	AAT82528.1	23	132	4.8e-29	4.899999999999999e-31	8.6e-29	 -	Q6A9N8
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT82786.1	24	70	1.1e-09	1.4e-11	2.7e-09	 -	Q6A8Y0
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT82786.1	24	70	1.1e-09	1.4e-11	2.7e-09	 -	Q6A8Y0
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT82954.1	17	62	2.7e-12	4.8e-14	9.3e-12	 -	Q6A8G1
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT82954.1	129	143	2.7e-12	1.6	300.0	 -	Q6A8G1
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT82954.1	17	62	2.7e-12	4.8e-14	9.3e-12	 -	Q6A8G1
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT82954.1	129	143	2.7e-12	1.6	300.0	 -	Q6A8G1
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT83787.1	23	57	1.3e-08	1.4e-10	2.6e-08	 -	Q6A626
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT83787.1	23	57	1.3e-08	1.4e-10	2.6e-08	 -	Q6A626
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT83157.1	25	69	1.3e-10	1e-12	1.9e-10	 -	Q6A7V8
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT83157.1	25	69	1.3e-10	1e-12	1.9e-10	 -	Q6A7V8
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT82282.1	27	71	1.5e-18	1.5e-20	2.8e-18	 -	Q6AAD4
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT82282.1	27	71	1.5e-18	1.5e-20	2.8e-18	 -	Q6AAD4
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT82586.1	13	55	8.5e-15	8.1e-17	1.6e-14	 -	Q6A9I0
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT82586.1	13	55	8.5e-15	8.1e-17	1.6e-14	 -	Q6A9I0
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT82391.1	16	62	7e-07	7.3e-09	1.4e-06	 -	Q6AA25
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT82391.1	16	62	7e-07	7.3e-09	1.4e-06	 -	Q6AA25
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT81830.1	84	124	1.7e-13	1.9e-15	3.6e-13	 -	Q6ABN5
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT81830.1	84	124	1.7e-13	1.9e-15	3.6e-13	 -	Q6ABN5
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT82922.1	25	71	7.3e-13	5.3e-15	1e-12	 -	Q6A8J3
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT82922.1	192	201	7.3e-13	5.3	1000.0	 -	Q6A8J3
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT82922.1	25	71	7.3e-13	5.3e-15	1e-12	 -	Q6A8J3
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT82922.1	192	201	7.3e-13	5.3	1000.0	 -	Q6A8J3
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT83962.1	25	69	6.3e-09	9.1e-11	1.7e-08	 -	Q6A5K1
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT83962.1	25	69	6.3e-09	9.1e-11	1.7e-08	 -	Q6A5K1
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT82597.1	2	24	0.00095	1.3e-05	0.0025	 -	Q6A9G9
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT82597.1	38	43	0.00095	2.0	380.0	 -	Q6A9G9
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT82597.1	2	24	0.00095	1.3e-05	0.0025	 -	Q6A9G9
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT82597.1	38	43	0.00095	2.0	380.0	 -	Q6A9G9
AguR|Q9I6J7	Q9I6J7	TetR_N	1.8e-08	Bacterial regulatory proteins, tetR family	AAT84034.1	8	32	0.00045	5e-06	0.00097	 -	Q6A5C9
AguR|Q9I6J7	Q9I6J7	TetR_N	2500.0	Bacterial regulatory proteins, tetR family	AAT84034.1	8	32	0.00045	5e-06	0.00097	 -	Q6A5C9
AhrC|P17893	P17893	Arg_repressor	1.1e-31	Arginine repressor, DNA binding domain	AAT83156.1	10	74	1.1e-19	2.1e-22	2.4e-19	 -	Q6A7V9
AhrC|P17893	P17893	Arg_repressor	1.1e-31	Arginine repressor, DNA binding domain	AAT83156.1	90	98	1.1e-19	1.3	1500.0	 -	Q6A7V9
AhrC|P17893	P17893	Arg_repressor_C	5.500000000000001e-28	Arginine repressor, C-terminal domain	AAT83156.1	96	161	2.1e-20	2.6e-23	3e-20	 -	Q6A7V9
AhrC|P17893	P17893	Arg_repressor	1.1e-31	Arginine repressor, DNA binding domain	AAT82341.1	19	84	7.7e-19	1.1e-21	1.3e-18	 -	Q6AA75
AhrC|P17893	P17893	Arg_repressor_C	5.500000000000001e-28	Arginine repressor, C-terminal domain	AAT82341.1	107	171	1.8e-21	2.2999999999999997e-24	2.6e-21	 -	Q6AA75
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT83921.1	13	53	0.00028	5.8e-06	0.0022	 -	Q6A5P2
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT83921.1	88	100	0.00028	1.9	710.0	 -	Q6A5P2
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT83921.1	157	182	0.00028	0.49	190.0	 -	Q6A5P2
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT83958.1	78	106	0.00062	4.2e-06	0.0016	 -	Q6A5K5
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT82978.1	21	79	9.4e-10	2.8e-12	1.1e-09	 -	Q6A8D7
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT82978.1	93	111	9.4e-10	1.2	450.0	 -	Q6A8D7
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT83981.1	19	47	3e-06	0.025	9.6	 -	Q6A5I2
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT83981.1	175	209	3e-06	7e-07	0.00027	 -	Q6A5I2
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT81851.1	25	69	1.6e-06	8.9e-09	3.4e-06	 -	Q6ABN1
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT83295.1	24	76	1.9e-10	5.1e-13	1.9e-10	 -	Q6A7H0
AioF|D6CMG4	D6CMG4	HTH_20	2.4e-12	Helix-turn-helix domain	AAT83295.1	141	161	1.9e-10	0.72	280.0	 -	Q6A7H0
AlgU|Q06198	Q06198	Sigma70_r2	1.2e-17	Sigma-70 region 2	AAT83014.1	31	96	9.8e-20	4.900000000000001e-22	2.3e-19	 -	Q6A8A1
AlgU|Q06198	Q06198	Sigma70_r4_2	3.4e-18	Sigma-70, region 4	AAT83014.1	27	43	2.3e-17	3.8	720.0	 -	Q6A8A1
AlgU|Q06198	Q06198	Sigma70_r4_2	3.4e-18	Sigma-70, region 4	AAT83014.1	135	187	2.3e-17	3.6e-19	6.9e-17	 -	Q6A8A1
AlgU|Q06198	Q06198	Sigma70_r2	1.2e-17	Sigma-70 region 2	AAT82144.1	33	99	3.7e-16	1.5e-18	7.1e-16	 -	Q6AAS2
AlgU|Q06198	Q06198	Sigma70_r4_2	3.4e-18	Sigma-70, region 4	AAT82144.1	131	182	1.3e-12	1.2e-14	2.2e-12	 -	Q6AAS2
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT82786.1	24	70	1.1e-09	1.4e-11	2.7e-09	 -	Q6A8Y0
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT82954.1	17	62	2.7e-12	4.8e-14	9.3e-12	 -	Q6A8G1
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT82954.1	129	143	2.7e-12	1.6	300.0	 -	Q6A8G1
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT83787.1	23	57	1.3e-08	1.4e-10	2.6e-08	 -	Q6A626
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT83157.1	25	69	1.3e-10	1e-12	1.9e-10	 -	Q6A7V8
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT82282.1	27	71	1.5e-18	1.5e-20	2.8e-18	 -	Q6AAD4
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT82586.1	13	55	8.5e-15	8.1e-17	1.6e-14	 -	Q6A9I0
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT82391.1	16	62	7e-07	7.3e-09	1.4e-06	 -	Q6AA25
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT81830.1	84	124	1.7e-13	1.9e-15	3.6e-13	 -	Q6ABN5
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT82922.1	25	71	7.3e-13	5.3e-15	1e-12	 -	Q6A8J3
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT82922.1	192	201	7.3e-13	5.3	1000.0	 -	Q6A8J3
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT83962.1	25	69	6.3e-09	9.1e-11	1.7e-08	 -	Q6A5K1
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT82597.1	2	24	0.00095	1.3e-05	0.0025	 -	Q6A9G9
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT82597.1	38	43	0.00095	2.0	380.0	 -	Q6A9G9
AlkX|G3EIL4	G3EIL4	TetR_N	3.9e-10	Bacterial regulatory proteins, tetR family	AAT84034.1	8	32	0.00045	5e-06	0.00097	 -	Q6A5C9
AlsR|Q04778	Q04778	LysR_substrate	2.5e-43	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
AlsR|Q04778	Q04778	HTH_1	1e-22	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT83897.1	177	331	4e-31	4.1e-33	7.799999999999999e-31	 -	Q6A5R6
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT83897.1	14	58	3.8e-18	3.2e-20	6.7e-18	 -	Q6A5R6
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT84002.1	30	63	1.4999999999999998e-29	3.2	610.0	 -	Q6A5G1
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT84002.1	93	110	1.4999999999999998e-29	2.9	550.0	 -	Q6A5G1
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT84002.1	179	334	1.4999999999999998e-29	7.6e-32	1.4999999999999998e-29	 -	Q6A5G1
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT84002.1	9	54	1.8e-16	2e-18	4.2e-16	 -	Q6A5G1
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT83768.1	172	322	3.6e-32	3.6e-34	6.800000000000001e-32	 -	Q6A645
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT83768.1	11	55	2.2e-08	3.9e-10	8.1e-08	 -	Q6A645
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT83768.1	79	99	2.2e-08	3.6	750.0	 -	Q6A645
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT83768.1	221	235	2.2e-08	4.2	880.0	 -	Q6A645
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT82214.1	17	43	6.7e-15	6.6	1300.0	 -	Q6AAK2
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT82214.1	170	324	6.7e-15	4.4e-17	8.4e-15	 -	Q6AAK2
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT82214.1	7	49	1.1e-10	1e-12	2.2e-10	 -	Q6AAK2
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT83299.1	172	331	1.9999999999999998e-32	1.8e-34	3.4000000000000003e-32	 -	Q6A7G6
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT83299.1	5	48	4.3e-15	5.3e-17	1.1e-14	 -	Q6A7G6
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT84034.1	42	63	6.9e-29	2.2	420.0	 -	Q6A5C9
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT84034.1	174	334	6.9e-29	9.999999999999999e-31	1.9000000000000003e-28	 -	Q6A5C9
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT84034.1	12	55	2.6e-16	3.8e-18	7.8e-16	 -	Q6A5C9
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT81777.1	78	78	2.1e-35	0.96	180.0	 -	Q6ABQ1
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT81777.1	171	328	2.1e-35	1.4e-37	2.6e-35	 -	Q6ABQ1
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT81777.1	6	51	4.8e-17	4e-19	8.4e-17	 -	Q6ABQ1
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT81777.1	109	122	4.8e-17	6.1	1300.0	 -	Q6ABQ1
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT83205.1	174	332	2e-36	1.8e-38	3.5e-36	 -	Q6A7R0
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT83205.1	5	50	1.3e-15	1.1e-17	2.3e-15	 -	Q6A7R0
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT82358.1	56	115	8.499999999999999e-31	1.0	200.0	 -	Q6AA58
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT82358.1	173	329	8.499999999999999e-31	9.999999999999999e-33	1.9e-30	 -	Q6AA58
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT82358.1	6	51	8.2e-18	8e-20	1.7e-17	 -	Q6AA58
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT81848.1	23	44	4.2000000000000005e-33	0.52	100.0	 -	Q6ABK7
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT81848.1	105	155	4.2000000000000005e-33	0.28	53.0	 -	Q6ABK7
Amet0586|A6TKU5	A6TKU5	Peripla_BP_3	1.6e-30	Periplasmic binding protein-like domain	AAT81848.1	209	367	4.2000000000000005e-33	2.2e-35	4.2000000000000005e-33	 -	Q6ABK7
Amet0586|A6TKU5	A6TKU5	LacI	4.6e-18	Bacterial regulatory proteins, lacI family	AAT81848.1	35	78	5.6e-16	6.9e-18	1.4e-15	 -	Q6ABK7
AntR_DxtR|Q81M27	Q81M27	Fe_dep_repress	7.9999999999999985e-25	Iron dependent repressor, N-terminal DNA bindin...	AAT82237.1	4	61	2.4e-17	9.7e-20	7.4e-17	 -	Q6AAH9
AntR_DxtR|Q81M27	Q81M27	Fe_dep_repress	7.9999999999999985e-25	Iron dependent repressor, N-terminal DNA bindin...	AAT82237.1	168	175	2.4e-17	1.7	1300.0	 -	Q6AAH9
AntR_DxtR|Q81M27	Q81M27	Fe_dep_repr_C	3.9e-18	Iron dependent repressor, metal binding and dim...	AAT82237.1	66	134	1.8999999999999998e-24	1.8e-27	4.0999999999999994e-24	 -	Q6AAH9
ArcR|Q2FUY1	Q2FUY1	cNMP_binding	3e-07	Cyclic nucleotide-binding domain	AAT81984.1	35	121	6.9e-18	5.5e-21	1.3e-17	 -	Q6AB82
ArcR|Q2FUY1	Q2FUY1	HTH_Crp_2	9e-07	Crp-like helix-turn-helix domain	AAT81984.1	156	229	2.4e-16	2.1e-18	4.9e-16	 -	Q6AB82
ArgP|P0A8S1	P0A8S1	HTH_1	2.8e-18	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
ArgP|P0A8S1	P0A8S1	LysR_substrate	1.3e-11	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
ArgR_AhrC|Q9K973	Q9K973	Arg_repressor	1.5e-30	Arginine repressor, DNA binding domain	AAT83156.1	10	74	1.1e-19	2.1e-22	2.4e-19	 -	Q6A7V9
ArgR_AhrC|Q9K973	Q9K973	Arg_repressor	1.5e-30	Arginine repressor, DNA binding domain	AAT83156.1	90	98	1.1e-19	1.3	1500.0	 -	Q6A7V9
ArgR_AhrC|Q9K973	Q9K973	Arg_repressor_C	4.400000000000001e-28	Arginine repressor, C-terminal domain	AAT83156.1	96	161	2.1e-20	2.6e-23	3e-20	 -	Q6A7V9
ArgR_AhrC|Q9K973	Q9K973	Arg_repressor	1.5e-30	Arginine repressor, DNA binding domain	AAT82341.1	19	84	7.7e-19	1.1e-21	1.3e-18	 -	Q6AA75
ArgR_AhrC|Q9K973	Q9K973	Arg_repressor_C	4.400000000000001e-28	Arginine repressor, C-terminal domain	AAT82341.1	107	171	1.8e-21	2.2999999999999997e-24	2.6e-21	 -	Q6AA75
ArgR_ArcR|Q8GND0	Q8GND0	Arg_repressor	5.4e-20	Arginine repressor, DNA binding domain	AAT83156.1	10	74	1.1e-19	2.1e-22	2.4e-19	 -	Q6A7V9
ArgR_ArcR|Q8GND0	Q8GND0	Arg_repressor	5.4e-20	Arginine repressor, DNA binding domain	AAT83156.1	90	98	1.1e-19	1.3	1500.0	 -	Q6A7V9
ArgR_ArcR|Q8GND0	Q8GND0	Arg_repressor_C	1.7e-19	Arginine repressor, C-terminal domain	AAT83156.1	96	161	2.1e-20	2.6e-23	3e-20	 -	Q6A7V9
ArgR_ArcR|Q8GND0	Q8GND0	Arg_repressor	5.4e-20	Arginine repressor, DNA binding domain	AAT82341.1	19	84	7.7e-19	1.1e-21	1.3e-18	 -	Q6AA75
ArgR_ArcR|Q8GND0	Q8GND0	Arg_repressor_C	1.7e-19	Arginine repressor, C-terminal domain	AAT82341.1	107	171	1.8e-21	2.2999999999999997e-24	2.6e-21	 -	Q6AA75
ArnR|A4QDE6	A4QDE6	HTH_20	0.0014	Helix-turn-helix domain	AAT83921.1	13	53	0.00028	5.8e-06	0.0022	 -	Q6A5P2
ArnR|A4QDE6	A4QDE6	HTH_20	0.0014	Helix-turn-helix domain	AAT83921.1	88	100	0.00028	1.9	710.0	 -	Q6A5P2
ArnR|A4QDE6	A4QDE6	HTH_20	0.0014	Helix-turn-helix domain	AAT83921.1	157	182	0.00028	0.49	190.0	 -	Q6A5P2
ArnR|A4QDE6	A4QDE6	MarR_2	11000.0	MarR family	AAT83921.1	11	56	3.3e-06	9.5e-08	8.8e-06	 -	Q6A5P2
ArnR|A4QDE6	A4QDE6	HTH_20	0.0014	Helix-turn-helix domain	AAT83958.1	78	106	0.00062	4.2e-06	0.0016	 -	Q6A5K5
ArnR|A4QDE6	A4QDE6	MarR_2	11000.0	MarR family	AAT83958.1	54	113	1.6e-10	3.3e-12	3e-10	 -	Q6A5K5
ArnR|A4QDE6	A4QDE6	HTH_20	0.0014	Helix-turn-helix domain	AAT82978.1	21	79	9.4e-10	2.8e-12	1.1e-09	 -	Q6A8D7
ArnR|A4QDE6	A4QDE6	HTH_20	0.0014	Helix-turn-helix domain	AAT82978.1	93	111	9.4e-10	1.2	450.0	 -	Q6A8D7
ArnR|A4QDE6	A4QDE6	MarR_2	11000.0	MarR family	AAT82978.1	37	79	2.6e-07	6.6e-09	6.1e-07	 -	Q6A8D7
ArnR|A4QDE6	A4QDE6	HTH_20	0.0014	Helix-turn-helix domain	AAT81851.1	25	69	1.6e-06	8.9e-09	3.4e-06	 -	Q6ABN1
ArnR|A4QDE6	A4QDE6	MarR_2	11000.0	MarR family	AAT81851.1	25	67	5.1e-05	1.4e-06	0.00013	 -	Q6ABN1
ArnR|A4QDE6	A4QDE6	MarR_2	11000.0	MarR family	AAT81851.1	89	101	5.1e-05	8.8	810.0	 -	Q6ABN1
ArnR|A4QDE6	A4QDE6	HTH_20	0.0014	Helix-turn-helix domain	AAT83295.1	24	76	1.9e-10	5.1e-13	1.9e-10	 -	Q6A7H0
ArnR|A4QDE6	A4QDE6	HTH_20	0.0014	Helix-turn-helix domain	AAT83295.1	141	161	1.9e-10	0.72	280.0	 -	Q6A7H0
ArnR|A4QDE6	A4QDE6	MarR_2	11000.0	MarR family	AAT83295.1	32	75	1.2e-09	3.7e-11	3.4e-09	 -	Q6A7H0
ArnR|A4QDE6	A4QDE6	MarR_2	11000.0	MarR family	AAT83295.1	113	126	1.2e-09	7.9	730.0	 -	Q6A7H0
ArnR|A4QDE6	A4QDE6	MarR_2	11000.0	MarR family	AAT83295.1	156	168	1.2e-09	6.2	570.0	 -	Q6A7H0
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT82786.1	24	70	1.1e-09	1.4e-11	2.7e-09	 -	Q6A8Y0
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT82954.1	17	62	2.7e-12	4.8e-14	9.3e-12	 -	Q6A8G1
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT82954.1	129	143	2.7e-12	1.6	300.0	 -	Q6A8G1
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT83787.1	23	57	1.3e-08	1.4e-10	2.6e-08	 -	Q6A626
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT83157.1	25	69	1.3e-10	1e-12	1.9e-10	 -	Q6A7V8
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT82282.1	27	71	1.5e-18	1.5e-20	2.8e-18	 -	Q6AAD4
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT82586.1	13	55	8.5e-15	8.1e-17	1.6e-14	 -	Q6A9I0
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT82391.1	16	62	7e-07	7.3e-09	1.4e-06	 -	Q6AA25
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT81830.1	84	124	1.7e-13	1.9e-15	3.6e-13	 -	Q6ABN5
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT82922.1	25	71	7.3e-13	5.3e-15	1e-12	 -	Q6A8J3
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT82922.1	192	201	7.3e-13	5.3	1000.0	 -	Q6A8J3
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT83962.1	25	69	6.3e-09	9.1e-11	1.7e-08	 -	Q6A5K1
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT82597.1	2	24	0.00095	1.3e-05	0.0025	 -	Q6A9G9
ArpA|Q9ZN78	Q9ZN78	TetR_N	4.6e-14	Bacterial regulatory proteins, tetR family	AAT82597.1	38	43	0.00095	2.0	380.0	 -	Q6A9G9
