identifier_target_name	identifier_target_accession	identifier_target_length	identifier_query_name	identifier_query_accession	identifier_query_length	full_sequence_e-value	full_sequence_score	full_sequence_bias	this_domain_domain_number	this_domain_total_domains	this_domain_e-value	this_domain_i-value	this_domain_score	this_domain_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	identifier_acc	identifier_query_description
IclR	PF01614.21	128	tr|Q88E46|Q88E46_PSEPK	-	277	2.6e-13	50.1	0.0	1	1	8.5e-17	4.2e-13	49.4	0.0	3	127	133	252	131	253	0.93	Bacterial transcriptional regulator
HTH_IclR	PF09339.13	52	tr|Q88E46|Q88E46_PSEPK	-	277	1.6e-12	47.2	0.2	1	2	3.2e-16	1.6e-12	47.2	0.2	1	51	17	67	17	68	0.97	IclR helix-turn-helix domain
TetR_N	PF00440.26	47	tr|Q9CHR1|Q9CHR1_LACLA	-	189	6.4e-05	22.8	0.0	1	1	1.2e-08	0.00012	22.0	0.0	3	38	19	54	17	59	0.93	Bacterial regulatory proteins, tetR family
TetR_C_19	PF17924.4	117	tr|Q9CHR1|Q9CHR1_LACLA	-	189	1.4e-05	25.8	0.8	2	3	0.00066	6.5	7.5	0.0	5	43	87	125	83	138	0.86	Tetracyclin repressor-like, C-terminal domain
AraC_binding	PF02311.22	136	sp|P0A9E0|ARAC_ECOLI	-	292	9.8e-27	93.6	0.6	1	2	2e-30	9.8e-27	93.6	0.6	4	136	23	160	20	160	0.91	AraC-like ligand binding domain
HTH_18	PF12833.10	81	sp|P0A9E0|ARAC_ECOLI	-	292	1.8e-20	73.1	0.1	2	2	1.1e-23	5.6e-20	71.5	0.0	2	80	201	278	200	279	0.97	Helix-turn-helix domain
AraC_binding	PF02311.22	136	sp|P09378|RHAR_ECOLI	-	282	7.6e-23	81.1	1.1	1	2	2.8e-26	1.4e-22	80.2	0.2	8	120	23	140	19	156	0.89	AraC-like ligand binding domain
HTH_18	PF12833.10	81	sp|P09378|RHAR_ECOLI	-	282	2.9e-22	78.8	0.1	1	1	1.1e-25	5.2e-22	78.0	0.1	2	79	199	275	198	276	0.97	Helix-turn-helix domain
MarR_2	PF12802.10	61	tr|W8QDG7|W8QDG7_9ACTN	-	153	7.1e-11	42.1	0.5	1	1	2.2e-14	1.1e-10	41.5	0.5	2	60	39	98	38	99	0.96	MarR family
MarR	PF01047.25	59	tr|Q2FVA7|Q2FVA7_STAA8	-	144	2.5e-17	62.6	0.2	1	3	0.47	1.3e+03	-0.5	0.0	34	43	14	23	14	24	0.86	MarR family
MarR	PF01047.25	59	tr|Q2FVA7|Q2FVA7_STAA8	-	144	2.5e-17	62.6	0.2	2	3	7.6e-20	2.1e-16	59.6	0.0	1	58	34	91	34	92	0.98	MarR family
TetR_N	PF00440.26	47	tr|A0A1K1WA76|A0A1K1WA76_9BACI	-	187	2.4e-14	53.0	0.1	1	2	2.6e-18	5.1e-14	51.9	0.0	1	47	7	54	7	54	0.97	Bacterial regulatory proteins, tetR family
TetR_N	PF00440.26	47	tr|A0A1K1WA76|A0A1K1WA76_9BACI	-	187	2.4e-14	53.0	0.1	2	2	0.59	1.2e+04	-3.6	0.0	13	20	139	146	137	147	0.78	Bacterial regulatory proteins, tetR family
Autoind_bind	PF03472.18	149	tr|Q9RMS5|Q9RMS5_PSEAI	-	237	9.5e-38	129.1	0.0	1	1	1.3e-41	1.3e-37	128.7	0.0	1	146	17	157	17	160	0.97	Autoinducer binding domain
GerE	PF00196.22	57	tr|Q9RMS5|Q9RMS5_PSEAI	-	237	4.9e-16	58.2	0.5	1	1	7.6e-20	7.5e-16	57.6	0.5	3	57	176	230	174	230	0.97	Bacterial regulatory proteins, luxR family
MarR	PF01047.25	59	tr|Q7CPY9|Q7CPY9_SALTY	-	176	3e-17	62.4	4.9	1	2	3.2e-20	1.2e-16	60.4	0.2	1	58	53	112	53	113	0.98	MarR family
MarR	PF01047.25	59	tr|Q7CPY9|Q7CPY9_SALTY	-	176	3e-17	62.4	4.9	2	2	0.036	1.4e+02	2.6	0.8	4	18	131	145	129	172	0.60	MarR family
MarR	PF01047.25	59	tr|Q7ME65|Q7ME65_VIBVY	-	161	6e-15	55.0	0.1	1	1	2.8e-18	1.4e-14	53.8	0.1	2	59	51	111	50	111	0.94	MarR family
TetR_C_11	PF16859.8	113	tr|Q4JIX3|Q4JIX3_PSEFL	-	208	6.4e-21	74.9	0.0	1	1	1.7e-24	1.1e-20	74.2	0.0	2	104	80	182	79	187	0.97	Tetracyclin repressor-like, C-terminal domain
TetR_N	PF00440.26	47	tr|Q4JIX3|Q4JIX3_PSEFL	-	208	5.5e-12	45.4	0.0	1	1	1.4e-15	8.8e-12	44.8	0.0	2	47	23	68	22	68	0.94	Bacterial regulatory proteins, tetR family
TetR_N	PF00440.26	47	tr|A0A0F6AY66|A0A0F6AY66_SALT1	-	193	5.1e-11	42.3	0.7	1	1	4.8e-15	9.4e-11	41.5	0.7	1	45	13	56	13	58	0.95	Bacterial regulatory proteins, tetR family
IclR	PF01614.21	128	sp|Q93PU6|TTGV_PSEPT	-	259	5.4e-17	62.0	0.0	1	1	3e-20	9.9e-17	61.1	0.0	2	110	129	233	128	249	0.88	Bacterial transcriptional regulator
HTH_IclR	PF09339.13	52	sp|Q93PU6|TTGV_PSEPT	-	259	4.6e-13	48.9	0.5	1	1	2.9e-16	9.6e-13	47.9	0.5	2	49	17	64	16	67	0.95	IclR helix-turn-helix domain
Rrf2	PF02082.23	132	sp|Q93PU6|TTGV_PSEPT	-	259	0.00032	21.0	0.2	2	2	3.3	1.1e+04	-3.4	0.0	37	58	94	115	89	117	0.72	Iron-dependent Transcriptional regulator
FCD	PF07729.15	125	tr|Q9A5Q5|Q9A5Q5_CAUVC	-	244	7.2e-15	55.6	10.9	1	1	1.5e-18	1.5e-14	54.6	10.9	2	123	81	215	80	217	0.84	FCD domain
GntR	PF00392.24	64	tr|Q9A5Q5|Q9A5Q5_CAUVC	-	244	2.2e-14	52.9	1.0	1	2	4.7e-18	4.6e-14	51.9	0.6	3	61	10	67	8	69	0.95	Bacterial regulatory proteins, gntR family
Autoind_bind	PF03472.18	149	sp|P33905|TRAR_RHIRD	-	234	3.2e-24	85.2	0.2	1	1	4.8e-28	4.7e-24	84.7	0.2	7	140	23	151	20	159	0.92	Autoinducer binding domain
GerE	PF00196.22	57	sp|P33905|TRAR_RHIRD	-	234	5.6e-18	64.4	0.0	1	1	9.1e-22	9e-18	63.8	0.0	2	57	173	228	172	228	0.98	Bacterial regulatory proteins, luxR family
MarR	PF01047.25	59	tr|Q82FR3|Q82FR3_STRAW	-	171	1.9e-12	47.0	0.0	1	1	8.5e-16	4.2e-12	45.9	0.0	7	58	38	89	35	89	0.97	MarR family
HTH_IclR	PF09339.13	52	tr|Q82FR3|Q82FR3_STRAW	-	171	0.00063	19.6	2.2	1	3	1.1	5.2e+03	-2.5	0.0	24	44	10	16	7	23	0.52	IclR helix-turn-helix domain
GntR	PF00392.24	64	sp|P0ACL9|PDHR_ECOLI	-	254	7.8e-26	89.6	0.4	1	1	3.6e-29	1.8e-25	88.5	0.4	2	64	12	74	11	74	0.97	Bacterial regulatory proteins, gntR family
FCD	PF07729.15	125	sp|P0ACL9|PDHR_ECOLI	-	254	3.3e-17	63.2	11.0	1	1	1.3e-20	6.3e-17	62.3	11.0	1	124	99	226	99	227	0.92	FCD domain
Peripla_BP_3	PF13377.9	166	tr|Q9AL35|Q9AL35_ACETH	-	345	3.6e-35	121.8	0.0	1	1	2e-38	4.9e-35	121.4	0.0	1	166	180	339	180	339	0.95	Periplasmic binding protein-like domain
LacI	PF00356.24	46	tr|Q9AL35|Q9AL35_ACETH	-	345	2.5e-17	62.5	1.2	1	2	1.7e-20	4.2e-17	61.8	0.2	3	45	4	46	2	46	0.97	Bacterial regulatory proteins, lacI family
LysR_substrate	PF03466.23	209	sp|P0A9F3|CYSB_ECOLI	-	324	3.9e-43	147.4	0.0	1	1	5.3e-47	5.2e-43	147.0	0.0	5	205	92	292	90	296	0.96	LysR substrate binding domain
HTH_1	PF00126.30	60	sp|P0A9F3|CYSB_ECOLI	-	324	3e-15	56.0	0.0	1	1	5.5e-19	5.4e-15	55.2	0.0	1	60	3	64	3	64	0.98	Bacterial regulatory helix-turn-helix protein, lysR family
TetR_N	PF00440.26	47	tr|A0A8B4S4L4|A0A8B4S4L4_COMTE	-	219	2.9e-17	62.3	0.3	1	1	6.9e-21	6.7e-17	61.1	0.3	2	47	39	84	38	84	0.96	Bacterial regulatory proteins, tetR family
TetR_C_24	PF17932.4	114	tr|A0A8B4S4L4|A0A8B4S4L4_COMTE	-	219	7.5e-19	68.2	0.5	2	2	1.3e-22	1.3e-18	67.4	0.1	3	110	108	215	106	217	0.94	Tetracyclin repressor-like, C-terminal domain
ROK	PF00480.23	294	tr|R4NZ99|R4NZ99_THEMA	-	355	5.8e-19	68.8	0.0	1	2	7.4e-20	1.6e-16	60.8	0.1	10	155	91	235	82	236	0.79	ROK family
HTH_24	PF13412.9	48	tr|R4NZ99|R4NZ99_THEMA	-	355	5.1e-09	35.7	0.1	1	1	4.6e-12	1e-08	34.7	0.1	3	46	10	53	8	53	0.96	Winged helix-turn-helix DNA-binding
ROK	PF00480.23	294	tr|R4NZ99|R4NZ99_THEMA	-	355	5.8e-19	68.8	0.0	2	2	0.0038	8.3	5.9	0.0	222	266	270	315	255	340	0.73	ROK family
GerE	PF00196.22	57	tr|A0A0D5A3S5|A0A0D5A3S5_9GAMM	-	236	3.2e-20	71.6	0.1	1	1	1.4e-23	5.4e-20	70.9	0.1	2	57	174	229	173	229	0.96	Bacterial regulatory proteins, luxR family
HTH_24	PF13412.9	48	tr|A0A0D5A3S5|A0A0D5A3S5_9GAMM	-	236	0.00058	19.5	2.7	1	4	0.38	1.5e+03	-1.0	0.0	7	14	7	14	6	19	0.84	Winged helix-turn-helix DNA-binding
HTH_24	PF13412.9	48	tr|A0A0D5A3S5|A0A0D5A3S5_9GAMM	-	236	0.00058	19.5	2.7	3	4	0.015	60	3.4	0.0	6	29	125	148	124	159	0.86	Winged helix-turn-helix DNA-binding
GerE	PF00196.22	57	tr|S4WDM1|S4WDM1_PHOLM	-	238	1.6e-20	72.6	0.1	1	1	7.3e-24	2.9e-20	71.7	0.1	2	57	176	231	175	231	0.96	Bacterial regulatory proteins, luxR family
Sigma70_r4_2	PF08281.15	54	tr|S4WDM1|S4WDM1_PHOLM	-	238	2.8e-05	23.8	0.0	1	2	2.3	9.1e+03	-3.4	0.0	11	26	18	33	17	35	0.70	Sigma-70, region 4
HTH_24	PF13412.9	48	tr|S4WDM1|S4WDM1_PHOLM	-	238	0.00023	20.8	0.1	1	2	0.034	1.3e+02	2.3	0.0	6	28	127	149	126	161	0.86	Winged helix-turn-helix DNA-binding
Autoind_bind	PF03472.18	149	sp|P54292|RHLR_PSEAE	-	241	6.8e-36	123.1	0.0	1	1	1.4e-39	9e-36	122.7	0.0	4	147	26	164	23	166	0.95	Autoinducer binding domain
GerE	PF00196.22	57	sp|P54292|RHLR_PSEAE	-	241	1.4e-19	69.5	0.0	1	1	3.3e-23	2.1e-19	68.9	0.0	3	57	181	235	179	235	0.97	Bacterial regulatory proteins, luxR family
TetR_C_3	PF08362.14	143	sp|P0ACU2|RUTR_ECOLI	-	212	4.3e-59	198.7	0.0	1	1	5.8e-63	5.7e-59	198.3	0.0	1	143	70	212	70	212	0.99	YcdC-like protein, C-terminal region
TetR_N	PF00440.26	47	sp|P0ACU2|RUTR_ECOLI	-	212	3.3e-15	55.7	0.2	1	1	5.2e-19	5.1e-15	55.1	0.2	1	47	23	69	23	69	0.98	Bacterial regulatory proteins, tetR family
Peripla_BP_3	PF13377.9	166	tr|A0A2I4PGE9|A0A2I4PGE9_RHIRD	-	350	3.2e-13	50.4	0.0	1	1	8.7e-17	5.7e-13	49.6	0.0	1	153	188	334	188	343	0.86	Periplasmic binding protein-like domain
LacI	PF00356.24	46	tr|A0A2I4PGE9|A0A2I4PGE9_RHIRD	-	350	1.1e-09	38.0	0.0	1	1	3.4e-13	2.2e-09	37.1	0.0	1	46	21	66	21	66	0.99	Bacterial regulatory proteins, lacI family
IclR	PF01614.21	128	tr|G2IJ02|G2IJ02_SPHSK	-	249	7.4e-24	84.2	0.4	1	1	4.5e-27	1.3e-23	83.4	0.4	2	125	124	246	123	248	0.97	Bacterial transcriptional regulator
HTH_IclR	PF09339.13	52	tr|G2IJ02|G2IJ02_SPHSK	-	249	2.7e-12	46.4	0.1	1	1	3e-15	8.5e-12	44.8	0.1	1	52	12	63	12	63	0.97	IclR helix-turn-helix domain
HTH_AraC	PF00165.26	42	sp|A5F384|TCPN_VIBC3	-	276	1.8e-17	63.1	0.1	2	2	3.7e-15	3.7e-11	43.0	0.3	2	41	230	267	229	268	0.94	Bacterial regulatory helix-turn-helix proteins, AraC family
Trp_repressor	PF01371.22	88	sp|P0A881|TRPR_ECOLI	-	108	3.3e-28	97.8	0.0	1	1	2e-32	3.9e-28	97.6	0.0	1	86	17	102	17	104	0.98	Trp repressor protein
MarR	PF01047.25	59	sp|P9WME9|HTMR_MYCTU	-	139	1.9e-14	53.4	0.0	1	1	9.3e-18	3.7e-14	52.5	0.0	1	58	33	90	33	91	0.98	MarR family
MarR_2	PF12802.10	61	sp|P9WME9|HTMR_MYCTU	-	139	1.2e-08	34.9	1.0	2	2	1.5	5.8e+03	-2.5	0.1	7	9	114	116	101	123	0.56	MarR family
FCD	PF07729.15	125	tr|A0A0Q8D6R6|A0A0Q8D6R6_9PSED	-	255	6.6e-23	81.6	11.6	1	1	1e-26	6.6e-23	81.6	11.6	1	123	99	229	99	231	0.92	FCD domain
GntR	PF00392.24	64	tr|A0A0Q8D6R6|A0A0Q8D6R6_9PSED	-	255	1.5e-22	79.1	0.3	1	1	4.8e-26	3.1e-22	78.1	0.3	2	64	12	74	11	74	0.97	Bacterial regulatory proteins, gntR family
LacI	PF00356.24	46	tr|Q47RE1|Q47RE1_THEFY	-	340	5.5e-17	61.4	0.1	1	1	3.8e-20	1.5e-16	60.0	0.1	1	46	8	53	8	53	0.96	Bacterial regulatory proteins, lacI family
Peripla_BP_3	PF13377.9	166	tr|Q47RE1|Q47RE1_THEFY	-	340	2.9e-40	138.3	3.2	2	2	1.3e-43	4.9e-40	137.6	2.1	1	165	179	339	179	340	0.93	Periplasmic binding protein-like domain
ROK	PF00480.23	294	tr|Q9X2G2|Q9X2G2_THEMA	-	258	2.6e-40	138.9	0.0	1	1	1.5e-44	2.9e-40	138.7	0.0	59	282	14	239	1	250	0.85	ROK family
ROK	PF00480.23	294	tr|R4NNI4|R4NNI4_THEMA	-	371	4.4e-20	72.5	0.0	1	1	1.1e-23	5.6e-20	72.1	0.0	2	270	79	344	78	363	0.82	ROK family
HTH_24	PF13412.9	48	tr|R4NNI4|R4NNI4_THEMA	-	371	4.3e-10	39.1	1.4	1	2	5.9e-13	2.9e-09	36.5	0.6	2	47	8	53	7	54	0.96	Winged helix-turn-helix DNA-binding
ROK	PF00480.23	294	tr|R4NQX8|R4NQX8_THEMA	-	368	1.1e-34	120.4	0.0	1	1	1e-37	1e-33	117.2	0.0	2	270	78	339	77	359	0.84	ROK family
MarR_2	PF12802.10	61	tr|R4NQX8|R4NQX8_THEMA	-	368	0.0006	19.9	0.0	1	1	1.3e-07	0.0013	18.8	0.0	8	56	11	57	8	60	0.90	MarR family
FadR_C	PF07840.15	164	sp|Q9KQU8|FADR_VIBCH	-	279	6.7e-69	231.1	0.8	1	1	1.8e-72	8.8e-69	230.7	0.8	1	163	72	274	72	275	0.97	FadR C-terminal domain
GntR	PF00392.24	64	sp|Q9KQU8|FADR_VIBCH	-	279	1.5e-20	72.7	0.3	1	2	7.4e-24	3.6e-20	71.5	0.0	5	64	12	71	8	71	0.95	Bacterial regulatory proteins, gntR family
4HBT	PF03061.25	79	sp|O34835|FAPR_BACSU	-	188	0.00019	21.8	0.2	1	1	2.9e-08	0.00028	21.3	0.2	18	70	107	166	101	175	0.80	Thioesterase superfamily
HTH_11	PF08279.15	55	sp|O34835|FAPR_BACSU	-	188	0.00041	20.3	0.5	1	2	1.2e-07	0.0011	18.9	0.1	2	33	8	39	7	46	0.92	HTH domain
HTH_11	PF08279.15	55	sp|O34835|FAPR_BACSU	-	188	0.00041	20.3	0.5	2	2	0.44	4.3e+03	-2.1	0.0	5	22	87	105	85	106	0.70	HTH domain
UTRA	PF07702.16	141	tr|C3K7E0|C3K7E0_PSEFS	-	249	2.2e-35	121.7	0.2	1	1	4.6e-39	3e-35	121.3	0.2	1	140	105	241	105	242	0.99	UTRA domain
GntR	PF00392.24	64	tr|C3K7E0|C3K7E0_PSEFS	-	249	3.3e-21	74.8	0.0	1	1	1e-24	6.6e-21	73.9	0.0	1	64	21	84	21	84	0.99	Bacterial regulatory proteins, gntR family
TrkA_C	PF02080.24	70	tr|K0JNC6|K0JNC6_STRAG	-	213	1.7e-11	43.9	0.0	1	1	4.9e-15	3.2e-11	43.1	0.0	3	69	139	207	138	208	0.95	TrkA-C domain
GntR	PF00392.24	64	tr|K0JNC6|K0JNC6_STRAG	-	213	2.5e-10	40.0	0.0	1	1	8e-14	5.2e-10	39.0	0.0	1	63	12	74	12	75	0.96	Bacterial regulatory proteins, gntR family
HTH_18	PF12833.10	81	tr|D2TIS0|D2TIS0_CITRI	-	276	6.6e-15	55.3	0.0	2	2	3.4e-18	3.3e-14	53.0	0.0	1	78	193	268	193	271	0.95	Helix-turn-helix domain
UTRA	PF07702.16	141	sp|P39796|TRER_BACSU	-	238	1.7e-33	115.6	0.1	1	1	6.8e-37	2.2e-33	115.2	0.1	2	141	91	229	90	229	0.99	UTRA domain
GntR	PF00392.24	64	sp|P39796|TRER_BACSU	-	238	1.4e-17	63.2	0.3	1	2	1.2e-20	3.9e-17	61.8	0.0	4	64	8	68	7	68	0.98	Bacterial regulatory proteins, gntR family
Sigma54_activat	PF00158.29	168	sp|P07604|TYRR_ECOLI	-	513	1.2e-55	187.9	0.0	1	1	6.7e-59	1.9e-55	187.3	0.0	2	167	207	365	206	366	0.98	Sigma-54 interaction domain
HTH_50	PF18024.4	50	sp|P07604|TYRR_ECOLI	-	513	4.9e-20	71.1	0.2	1	1	3.5e-23	9.8e-20	70.1	0.2	1	50	458	507	458	507	0.97	Helix-turn-helix domain
PAS_8	PF13188.10	67	sp|P07604|TYRR_ECOLI	-	513	3.9e-05	23.7	0.0	1	1	5.3e-08	0.00015	21.8	0.0	3	54	82	134	81	145	0.76	PAS domain
ACT	PF01842.28	66	sp|P07604|TYRR_ECOLI	-	513	0.00044	20.1	0.1	1	2	5.2e-07	0.0015	18.4	0.1	2	64	2	61	1	63	0.90	ACT domain
FUR	PF01475.22	121	sp|O25671|FUR_HELPY	-	150	1.6e-40	138.1	4.2	1	1	1.1e-44	2.1e-40	137.8	4.2	1	120	20	138	20	139	0.99	Ferric uptake regulator family
GerE	PF00196.22	57	tr|Q9KKZ8|Q9KKZ8_VIBCH	-	224	4.8e-20	71.0	0.4	1	1	1.5e-23	9.7e-20	70.0	0.4	2	57	158	213	157	213	0.97	Bacterial regulatory proteins, luxR family
Crp	PF00325.23	32	sp|P0A9E5|FNR_ECOLI	-	250	1.6e-16	59.8	0.6	1	1	5.1e-20	3.3e-16	58.8	0.6	1	32	193	224	193	224	0.98	Bacterial regulatory proteins, crp family
cNMP_binding	PF00027.32	89	sp|P0A9E5|FNR_ECOLI	-	250	6.4e-16	58.3	0.0	1	1	2.1e-19	1.4e-15	57.3	0.0	3	85	51	132	49	135	0.95	Cyclic nucleotide-binding domain
MarR	PF01047.25	59	sp|P0ACR9|MPRA_ECOLI	-	176	3.4e-17	62.2	3.0	1	2	3.8e-20	1.2e-16	60.4	0.2	1	58	53	112	53	113	0.98	MarR family
MarR	PF01047.25	59	sp|P0ACR9|MPRA_ECOLI	-	176	3.4e-17	62.2	3.0	2	2	0.1	3.4e+02	1.3	0.2	4	22	131	149	130	172	0.49	MarR family
Peripla_BP_3	PF13377.9	166	sp|P25748|GALS_ECOLI	-	346	4.9e-34	118.1	0.7	2	2	7.6e-37	3.7e-33	115.2	0.0	2	166	169	329	168	329	0.93	Periplasmic binding protein-like domain
LacI	PF00356.24	46	sp|P25748|GALS_ECOLI	-	346	1.1e-21	76.5	2.1	1	1	5.5e-25	2.7e-21	75.2	2.1	1	46	3	48	3	48	0.99	Bacterial regulatory proteins, lacI family
MerR_1	PF13411.9	69	tr|Q9HUT5|Q9HUT5_PSEAE	-	270	4.6e-16	58.8	0.1	1	1	2.3e-19	1.1e-15	57.5	0.1	2	65	3	68	2	71	0.96	MerR HTH family regulatory protein
Cass2	PF14526.9	149	tr|Q9HUT5|Q9HUT5_PSEAE	-	270	7.4e-37	126.9	0.0	2	2	2.7e-40	1.3e-36	126.1	0.0	1	149	123	269	123	269	0.94	Integron-associated effector binding protein
Arg_repressor	PF01316.24	70	sp|O85175|ARGR_CORGL	-	171	1.2e-26	92.3	0.8	1	2	1.8e-30	1.8e-26	91.8	0.1	1	69	16	84	16	85	0.96	Arginine repressor, DNA binding domain
Arg_repressor_C	PF02863.21	68	sp|O85175|ARGR_CORGL	-	171	9.5e-24	83.2	0.0	1	1	1.5e-27	1.5e-23	82.5	0.0	2	65	102	165	101	167	0.95	Arginine repressor, C-terminal domain
NikR_C	PF08753.14	77	sp|P0A6Z6|NIKR_ECOLI	-	133	9.3e-28	96.3	6.0	1	1	1.5e-31	1.5e-27	95.7	6.0	2	75	54	127	53	129	0.98	NikR C terminal nickel binding domain
RHH_1	PF01402.24	39	sp|P0A6Z6|NIKR_ECOLI	-	133	4.1e-12	45.7	0.9	1	1	6.4e-16	6.2e-12	45.1	0.9	1	39	3	42	3	42	0.97	Ribbon-helix-helix protein, copG family
MerR-DNA-bind	PF09278.14	65	sp|P0ACS2|SOXR_ECOLI	-	154	6.8e-15	55.5	0.1	1	1	1.7e-18	1.1e-14	54.8	0.1	2	65	55	119	54	119	0.97	MerR, DNA binding
MerR	PF00376.26	38	sp|P0ACS2|SOXR_ECOLI	-	154	2.8e-14	52.7	0.2	1	2	1.1e-17	6.9e-14	51.5	0.1	1	38	13	49	13	49	0.99	MerR family regulatory protein
HTH_24	PF13412.9	48	sp|P0ACJ0|LRP_ECOLI	-	164	1.4e-21	75.9	0.5	1	2	5e-25	3.3e-21	74.7	0.4	1	48	12	59	12	59	0.98	Winged helix-turn-helix DNA-binding
AsnC_trans_reg	PF01037.24	75	sp|P0ACJ0|LRP_ECOLI	-	164	7.4e-25	86.9	0.1	2	2	3.5e-28	2.3e-24	85.3	0.0	1	75	78	152	78	152	0.98	Lrp/AsnC ligand binding domain
LysR_substrate	PF03466.23	209	sp|P06614|CYSB_SALTY	-	324	3.1e-42	144.5	0.0	1	1	4.2e-46	4.1e-42	144.1	0.0	5	205	92	292	90	296	0.96	LysR substrate binding domain
HTH_1	PF00126.30	60	sp|P06614|CYSB_SALTY	-	324	3.4e-15	55.9	0.0	1	1	6.2e-19	6.1e-15	55.1	0.0	1	60	3	64	3	64	0.98	Bacterial regulatory helix-turn-helix protein, lysR family
FadR_C	PF07840.15	164	sp|P0A8V6|FADR_ECOLI	-	239	2.2e-73	245.7	0.0	1	1	6.8e-77	2.7e-73	245.4	0.0	1	163	72	234	72	235	0.99	FadR C-terminal domain
GntR	PF00392.24	64	sp|P0A8V6|FADR_ECOLI	-	239	3.4e-20	71.6	0.0	1	1	1.7e-23	6.8e-20	70.6	0.0	4	64	11	71	8	71	0.96	Bacterial regulatory proteins, gntR family
HTH_6	PF01418.20	77	sp|Q88P32|HEXR_PSEPK	-	287	1.5e-29	101.9	0.1	1	1	4.5e-33	3e-29	101.0	0.1	2	76	3	77	2	78	0.98	Helix-turn-helix domain, rpiR family
SIS	PF01380.25	131	sp|Q88P32|HEXR_PSEPK	-	287	4.4e-21	75.2	0.2	1	1	1.5e-24	1e-20	74.0	0.2	1	130	125	253	125	254	0.91	SIS domain
Arg_repressor	PF01316.24	70	sp|O86130|ARGR_BACLD	-	149	2.7e-32	110.4	0.2	1	1	4.6e-36	4.5e-32	109.7	0.2	1	70	1	70	1	70	0.98	Arginine repressor, DNA binding domain
Arg_repressor_C	PF02863.21	68	sp|O86130|ARGR_BACLD	-	149	5.9e-28	96.7	0.6	1	1	1e-31	1e-27	95.9	0.6	2	67	81	146	80	147	0.96	Arginine repressor, C-terminal domain
CodY	PF06018.17	177	sp|Q8Y7J7|CODY_LISMO	-	259	1.4e-80	269.1	0.8	1	1	3.5e-84	1.7e-80	268.8	0.8	1	177	2	178	2	178	0.99	CodY GAF-like domain
HTH_CodY	PF08222.14	61	sp|Q8Y7J7|CODY_LISMO	-	259	8.8e-31	105.4	0.9	1	1	3.5e-34	1.7e-30	104.5	0.9	2	59	198	255	197	257	0.96	CodY helix-turn-helix domain
FUR	PF01475.22	121	sp|Q03456|FUR_PSEAE	-	134	2e-46	157.2	0.1	1	1	2.3e-50	2.2e-46	157.0	0.1	1	121	9	129	9	129	0.99	Ferric uptake regulator family
TetR_N	PF00440.26	47	sp|P42105|YXAF_BACSU	-	191	3.3e-16	58.9	0.0	1	1	7.4e-20	7.3e-16	57.8	0.0	1	47	11	58	11	58	0.97	Bacterial regulatory proteins, tetR family
TetR_C_13	PF16925.8	115	sp|P42105|YXAF_BACSU	-	191	6.3e-06	26.2	0.0	1	1	1.1e-09	1.1e-05	25.5	0.0	1	106	79	179	79	186	0.90	Tetracyclin repressor-like, C-terminal domain
LysR_substrate	PF03466.23	209	sp|P0A9F9|METR_ECOLI	-	317	1.4e-44	152.2	1.5	1	1	2e-48	2e-44	151.6	1.5	3	207	86	288	84	290	0.97	LysR substrate binding domain
HTH_1	PF00126.30	60	sp|P0A9F9|METR_ECOLI	-	317	4.1e-16	58.8	1.0	1	2	4.2e-20	4.1e-16	58.8	1.0	2	60	5	63	4	63	0.97	Bacterial regulatory helix-turn-helix protein, lysR family
HTH_1	PF00126.30	60	sp|P0A9F9|METR_ECOLI	-	317	4.1e-16	58.8	1.0	2	2	0.82	8.1e+03	-3.0	0.0	28	39	74	85	73	91	0.77	Bacterial regulatory helix-turn-helix protein, lysR family
LysR_substrate	PF03466.23	209	sp|P0A2Q4|METR_SALTY	-	317	7.2e-43	146.5	2.3	1	1	1.3e-46	1.2e-42	145.8	2.3	3	207	86	288	84	290	0.96	LysR substrate binding domain
HTH_1	PF00126.30	60	sp|P0A2Q4|METR_SALTY	-	317	1.2e-15	57.3	1.2	1	2	1.2e-19	1.2e-15	57.3	1.2	1	60	4	63	4	63	0.97	Bacterial regulatory helix-turn-helix protein, lysR family
HTH_1	PF00126.30	60	sp|P0A2Q4|METR_SALTY	-	317	1.2e-15	57.3	1.2	2	2	0.76	7.5e+03	-2.9	0.0	28	39	74	85	73	91	0.76	Bacterial regulatory helix-turn-helix protein, lysR family
HTH_1	PF00126.30	60	sp|P03031|NODD1_RHIME	-	308	2.1e-14	53.3	0.3	1	1	3.8e-18	3.8e-14	52.5	0.3	1	60	8	67	8	67	0.97	Bacterial regulatory helix-turn-helix protein, lysR family
LysR_substrate	PF03466.23	209	sp|P03031|NODD1_RHIME	-	308	1.2e-09	38.0	0.2	2	2	1.2e-13	1.2e-09	38.0	0.2	3	207	94	297	92	299	0.88	LysR substrate binding domain
FUR	PF01475.22	121	sp|P37736|FUR_VIBA7	-	149	3.9e-47	159.5	0.7	1	1	2.3e-51	4.6e-47	159.3	0.7	2	121	11	130	10	130	0.99	Ferric uptake regulator family
Rrf2	PF02082.23	132	sp|O34527|CYMR_BACSU	-	138	2e-35	122.0	0.0	1	1	1.3e-39	2.6e-35	121.6	0.0	1	130	3	124	3	126	0.96	Iron-dependent Transcriptional regulator
